Client_Name,Client_ID,Risk_Profile,Risk_Profile_Desc,Investment_Objective,Knowledge_and_Experience,Client_Name_1,Client_ID_1,Ticker,Units,Date_of_Purchase,Unit_Price,Market_Value,Concentration
Leo Levin,C220,3,Conservative,1,No,Leo Levin,C220,COO,2,2022-02-08,405.0700073,810.1400146,1
Leo Levin,C220,3,Conservative,1,No,Leo Levin,C220,WRB,13,2021-12-22,53.0223465,689.2905045,1
Leo Levin,C220,3,Conservative,1,No,Leo Levin,C220,IPG,20,2021-12-22,36.40611267,728.1222534,1
Leo Levin,C220,3,Conservative,1,No,Leo Levin,C220,TSCO,17,2021-12-20,221.3489838,3762.932725,2
Leo Levin,C220,3,Conservative,1,No,Leo Levin,C220,NDAQ,27,2021-12-02,200.5857544,5415.815369,3
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,PEAK,28,2022-03-02,31.5,882.0,1
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,RJF,17,2021-11-11,100.0982132,1701.669624,1
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,VLO,6,2021-12-01,66.54785156,399.2871094,1
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,AJG,8,2021-09-15,149.2649078,1194.119262,1
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,UA,24,2022-02-24,14.85999966,356.6399918,1
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,ALLE,24,2021-09-07,141.8687286,3404.849486,2
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,HD,19,2022-01-11,384.3505249,7302.659973,4
Louis Lee,C224,1,Aggressive,3,Yes,Louis Lee,C224,AMZN,14,2021-11-10,3482.050049,48748.70069,5
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,GPN,16,2022-01-28,147.0424805,2352.679688,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,JPM,2,2022-03-01,135.4460144,270.8920288,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,LHX,12,2021-09-16,219.0464172,2628.557006,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,ALLE,18,2021-12-07,130.8985291,2356.173524,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,PSA,16,2021-10-11,298.7304688,4779.687501,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,VRSK,19,2022-01-06,212.3078461,4033.849076,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,MCK,17,2022-01-12,254.1954193,4321.322128,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,APTV,13,2021-10-07,164.8000031,2142.40004,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,LLY,15,2021-12-02,246.8495331,3702.742997,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,CTRA,22,2021-10-27,21.572052,474.585144,1
Simon Liu,C150,2,Moderate,2,Yes,Simon Liu,C150,CSCO,25,2022-03-16,55.43041229,1385.760307,1
Sreekanth,C104,1,Aggressive,3,Yes,Sreekanth,C104,ATO,19,2022-03-18,112.7300034,2141.870065,1
Sreekanth,C104,1,Aggressive,3,Yes,Sreekanth,C104,DD,21,2022-02-02,78.80436707,1654.891708,1
Sreekanth,C104,1,Aggressive,3,Yes,Sreekanth,C104,FDS,11,2021-11-23,463.2093811,5095.303192,2
Sreekanth,C104,1,Aggressive,3,Yes,Sreekanth,C104,GPN,27,2021-11-05,136.217041,3677.860107,2
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,CSX,3,2022-03-17,36.29999924,108.8999977,1
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,NI,2,2021-11-10,25.10734749,50.21469498,1
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,PWR,2,2021-11-30,113.6504059,227.3008118,1
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,COP,10,2021-12-22,70.31842804,703.1842804,2
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,XYL,8,2021-09-20,130.3248749,1042.598999,3
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,AMAT,21,2022-02-11,132.2515564,2777.282684,5
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,EFX,21,2021-12-06,281.6309509,5914.249969,5
Sugirtha ,C285,2,Moderate,2,Yes,Sugirtha ,C285,CRL,12,2021-12-16,360.8800049,4330.560059,5
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,EIX,25,2022-01-14,63.11003113,1577.750778,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,VFC,7,2021-11-11,74.51486969,521.6040878,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,GM,12,2021-09-24,52.22999954,626.7599945,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,ROST,25,2021-12-07,112.7004929,2817.512323,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,CME,2,2021-09-20,183.7932892,367.5865784,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,CPB,21,2021-12-16,43.4483223,912.4147683,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,WBA,2,2021-09-21,47.08654022,94.17308044,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,EOG,28,2022-03-11,115.6800003,3239.040008,1
Yash Jain,C286,3,Conservative,1,No,Yash Jain,C286,CHTR,16,2022-01-18,582.75,9324.0,3
Agnes Choo,C142,3,Conservative,1,No,Agnes Choo,C142,SYK,9,2021-09-16,274.0548096,2466.493286,1
Agnes Choo,C142,3,Conservative,1,No,Agnes Choo,C142,VMC,15,2022-02-02,189.5658264,2843.487396,1
Agnes Choo,C142,3,Conservative,1,No,Agnes Choo,C142,AFL,14,2021-12-29,58.42382431,817.9335403,1
Agnes Choo,C142,3,Conservative,1,No,Agnes Choo,C142,ADP,3,2022-01-20,219.2173767,657.6521301,1
Agnes Choo,C142,3,Conservative,1,No,Agnes Choo,C142,MCD,4,2021-10-12,241.8266144,967.3064576,1
Agnes Choo,C142,3,Conservative,1,No,Agnes Choo,C142,ALK,4,2021-09-09,58.20000076,232.800003,1
Agnes Choo,C142,3,Conservative,1,No,Agnes Choo,C142,ULTA,13,2022-01-27,351.5799866,4570.539826,2
Amber Seng,C213,2,Moderate,2,Yes,Amber Seng,C213,LEN,12,2021-12-21,108.303772,1299.645264,1
Amber Seng,C213,2,Moderate,2,Yes,Amber Seng,C213,T,2,2022-02-28,23.69000053,47.38000106,1
Amber Seng,C213,2,Moderate,2,Yes,Amber Seng,C213,FIS,3,2022-03-16,95.37999725,286.1399918,1
Amber Seng,C213,2,Moderate,2,Yes,Amber Seng,C213,INCY,13,2022-01-04,71.80999756,933.5299683,1
Amber Seng,C213,2,Moderate,2,Yes,Amber Seng,C213,BAC,23,2021-12-31,44.27353287,1018.291256,1
Amber Seng,C213,2,Moderate,2,Yes,Amber Seng,C213,MCHP,21,2022-03-07,65.13999939,1367.939987,1
Amber Seng,C213,2,Moderate,2,Yes,Amber Seng,C213,BDX,22,2022-03-08,257.7934265,5671.455383,2
Aparna Sen,C264,1,Aggressive,3,Yes,Aparna Sen,C264,KEYS,9,2022-03-15,149.6600037,1346.940033,2
Aparna Sen,C264,1,Aggressive,3,Yes,Aparna Sen,C264,COF,11,2022-02-17,154.3600006,1697.960007,2
Aparna Sen,C264,1,Aggressive,3,Yes,Aparna Sen,C264,ICE,13,2021-11-15,134.5658722,1749.356339,2
Aparna Sen,C264,1,Aggressive,3,Yes,Aparna Sen,C264,PLD,24,2021-10-04,125.6820679,3016.36963,3
Aryan Khan,C208,3,Conservative,1,No,Aryan Khan,C208,ABC,12,2021-09-17,122.6183243,1471.419892,1
Aryan Khan,C208,3,Conservative,1,No,Aryan Khan,C208,GM,20,2021-10-21,58.40999985,1168.199997,1
Aryan Khan,C208,3,Conservative,1,No,Aryan Khan,C208,TXT,16,2021-09-20,68.56214142,1096.994263,1
Aryan Khan,C208,3,Conservative,1,No,Aryan Khan,C208,FMC,19,2021-09-13,97.14599609,1845.773926,1
Aryan Khan,C208,3,Conservative,1,No,Aryan Khan,C208,ODFL,9,2021-10-25,324.2081909,2917.873718,1
Aryan Khan,C208,3,Conservative,1,No,Aryan Khan,C208,TER,24,2021-12-31,163.3789825,3921.09558,2
Azhaguraja,C242,1,Aggressive,3,Yes,Azhaguraja,C242,TROW,16,2021-10-05,192.2540283,3076.064453,2
Azhaguraja,C242,1,Aggressive,3,Yes,Azhaguraja,C242,ENPH,14,2021-11-08,241.6199951,3382.679931,2
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,ALB,26,2021-10-08,214.2667694,5570.936004,1
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,TYL,13,2021-10-21,516.7000122,6717.100159,1
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,WMB,6,2022-01-27,28.9859314,173.9155884,1
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,INCY,5,2021-09-17,75.98999786,379.9499893,1
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,MA,9,2021-10-18,357.4741211,3217.26709,1
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,ULTA,2,2021-12-28,398.8099976,797.6199952,1
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,TXT,30,2022-01-21,71.58955383,2147.686615,1
Brian Wong,C232,3,Conservative,1,No,Brian Wong,C232,ROK,24,2021-10-25,313.3369446,7520.08667,2
Geraldine ,C227,1,Aggressive,3,Yes,Geraldine ,C227,PFG,18,2022-01-03,72.48793793,1304.782883,0
Geraldine ,C227,1,Aggressive,3,Yes,Geraldine ,C227,CSCO,28,2021-12-20,59.59827042,1668.751572,1
Geraldine ,C227,1,Aggressive,3,Yes,Geraldine ,C227,NLOK,9,2021-11-05,24.53577042,220.8219338,1
Geraldine ,C227,1,Aggressive,3,Yes,Geraldine ,C227,FITB,26,2021-09-24,40.67625809,1057.58271,1
Geraldine ,C227,1,Aggressive,3,Yes,Geraldine ,C227,CB,21,2021-09-21,174.411026,3662.631546,2
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,DFS,25,2021-12-31,115.106926,2877.67315,0
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,SPGI,2,2021-11-04,461.0827942,922.1655884,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,DHI,25,2021-10-22,88.1615448,2204.03862,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,HIG,7,2022-01-18,70.93184662,496.5229263,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,VTRS,19,2021-11-05,13.50224781,256.5427084,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,PFG,21,2022-03-07,63.73513031,1338.437737,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,CDW,21,2022-03-22,178.1499939,3741.149872,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,VLO,21,2021-11-01,76.16668701,1599.500427,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,VFC,2,2021-10-18,71.75978851,143.519577,1
Jit Nagpal,C212,1,Aggressive,3,Yes,Jit Nagpal,C212,NVR,21,2021-09-14,4958.589844,104130.3867,5
Joleen Teo,C184,3,Conservative,1,No,Joleen Teo,C184,MDT,27,2022-02-22,103.1044846,2783.821084,0
Joleen Teo,C184,3,Conservative,1,No,Joleen Teo,C184,GM,6,2021-10-18,56.88999939,341.3399963,1
Joleen Teo,C184,3,Conservative,1,No,Joleen Teo,C184,WELL,13,2021-10-25,79.82085419,1037.671104,1
Joleen Teo,C184,3,Conservative,1,No,Joleen Teo,C184,INTU,2,2021-11-22,659.9549561,1319.909912,1
Joleen Teo,C184,3,Conservative,1,No,Joleen Teo,C184,PKG,24,2022-03-10,148.0149384,3552.358522,1
Joleen Teo,C184,3,Conservative,1,No,Joleen Teo,C184,OKE,14,2021-10-12,61.08716583,855.2203216,1
Joleen Teo,C184,3,Conservative,1,No,Joleen Teo,C184,DG,2,2021-10-20,214.3245392,428.6490784,1
Kattadurai,C283,3,Conservative,1,No,Kattadurai,C283,ETN,3,2021-10-22,160.7952423,482.3857269,1
Kattadurai,C283,3,Conservative,1,No,Kattadurai,C283,BDX,15,2021-12-01,234.1323395,3511.985093,1
Kattadurai,C283,3,Conservative,1,No,Kattadurai,C283,BSX,8,2021-12-10,41.16999817,329.3599854,1
Kattadurai,C283,3,Conservative,1,No,Kattadurai,C283,ECL,5,2021-11-03,226.9076538,1134.538269,1
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,BXP,25,2022-02-28,121.4054337,3035.135843,0
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,ABC,12,2021-12-06,118.5135803,1422.162964,1
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,MAA,12,2021-12-08,217.0653229,2604.783875,1
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,TPR,16,2021-09-28,39.06798935,625.0878296,1
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,PNW,6,2022-03-22,73.41999817,440.519989,1
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,SNPS,24,2022-03-11,293.6900024,7048.560058,2
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,NFLX,12,2021-11-15,679.3300171,8151.960205,2
Larry Page,C266,1,Aggressive,3,Yes,Larry Page,C266,ODFL,20,2021-11-17,360.3833008,7207.666016,2
Mabel  Foo,C166,3,Conservative,1,No,Mabel  Foo,C166,TWTR,30,2021-09-17,62.47000122,1874.100037,1
Mabel  Foo,C166,3,Conservative,1,No,Mabel  Foo,C166,ADM,18,2022-03-17,83.77999878,1508.039978,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,ADP,10,2021-10-25,216.0253296,2160.253296,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,ENPH,18,2021-10-27,216.2200012,3891.960022,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,DGX,21,2022-01-20,136.4971008,2866.439117,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,DUK,25,2021-10-19,99.16165161,2479.04129,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,MET,15,2021-11-03,64.33953857,965.0930786,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,VTR,20,2021-09-08,54.97478104,1099.495621,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,MRO,14,2022-01-21,18.04026413,252.5636978,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,CCL,23,2021-09-16,23.09000015,531.0700035,1
Malarvizhi,C174,2,Moderate,2,Yes,Malarvizhi,C174,ZTS,29,2021-11-30,221.6839752,6428.835281,2
Rachel Lim,C222,2,Moderate,2,Yes,Rachel Lim,C222,ENPH,18,2021-09-13,160.0899963,2881.619933,1
Rachel Lim,C222,2,Moderate,2,Yes,Rachel Lim,C222,ADI,4,2022-01-31,163.1736755,652.694702,1
Ram Kannan,C297,2,Moderate,2,Yes,Ram Kannan,C297,ALL,13,2021-10-15,124.9825821,1624.773567,0
Ram Kannan,C297,2,Moderate,2,Yes,Ram Kannan,C297,HLT,14,2022-02-25,150.6699982,2109.379975,1
Ram Kannan,C297,2,Moderate,2,Yes,Ram Kannan,C297,GL,18,2021-10-08,94.03425598,1692.616608,1
Ram Kannan,C297,2,Moderate,2,Yes,Ram Kannan,C297,RMD,30,2022-02-11,243.9199982,7317.599946,3
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,XYL,3,2022-02-03,91.34796143,274.0438843,1
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,CDW,12,2022-02-03,192.3994293,2308.793152,1
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,RF,21,2021-11-17,23.66500282,496.9650592,1
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,LYB,21,2022-01-12,98.75920868,2073.943382,1
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,ETSY,4,2022-03-03,159.7799988,639.1199952,1
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,STZ,3,2021-11-15,228.08815,684.26445,1
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,LIN,7,2021-10-04,292.4951172,2047.46582,1
Raven Tang,C245,1,Aggressive,3,Yes,Raven Tang,C245,ICE,26,2022-01-14,126.2306747,3281.997542,2
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,PFG,27,2022-03-17,70.04000092,1891.080025,1
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,AES,20,2021-09-07,24.13021278,482.6042556,1
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,NLOK,9,2021-10-25,26.41780281,237.7602253,1
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,XRAY,16,2021-12-03,50.49365997,807.8985595,1
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,LW,21,2021-10-05,61.95907211,1301.140514,1
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,MGM,20,2021-11-01,48.46395493,969.2790986,1
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,PLD,19,2022-02-09,154.5758972,2936.942047,2
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,ADSK,24,2021-10-22,308.5799866,7405.919678,4
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,INTU,17,2021-12-02,670.418396,11397.11273,5
Rimpy Kaur,C263,1,Aggressive,3,Yes,Rimpy Kaur,C263,AVGO,19,2021-09-15,499.4376831,9489.315979,5
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,INTC,17,2022-03-22,48.38999939,822.6299896,1
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,ABBV,6,2021-09-27,105.336647,632.019882,1
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,AIZ,12,2021-11-16,159.2207489,1910.648987,1
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,AVGO,8,2022-03-09,593.0099487,4744.07959,1
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,NFLX,13,2022-03-09,358.7900085,4664.270111,1
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,RF,10,2021-10-11,21.518116,215.18116,1
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,SEDG,26,2022-02-07,240.9700012,6265.220031,2
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,ROP,25,2021-12-09,466.5975342,11664.93836,2
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,FB,22,2021-11-04,335.8500061,7388.700134,2
Seo Dal Mi,C234,2,Moderate,2,Yes,Seo Dal Mi,C234,SIVB,29,2021-09-21,593.1699829,17201.9295,3
Verene Tay,C196,3,Conservative,1,No,Verene Tay,C196,MPC,15,2021-12-31,63.52114868,952.8172302,1
Verene Tay,C196,3,Conservative,1,No,Verene Tay,C196,FAST,25,2022-01-19,57.70267105,1442.566776,2
Verene Tay,C196,3,Conservative,1,No,Verene Tay,C196,WST,9,2022-03-04,387.1900024,3484.710022,3
Verene Tay,C196,3,Conservative,1,No,Verene Tay,C196,EA,27,2022-01-13,130.6638336,3527.923507,3
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,CNC,28,2022-02-10,84.15000153,2356.200043,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,ROL,3,2022-02-04,30.34986877,91.04960631,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,FAST,2,2021-12-30,63.46100235,126.9220047,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,TGT,7,2021-09-28,231.6412964,1621.489075,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,KEY,13,2021-11-23,23.58271217,306.5752582,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,FFIV,8,2021-10-11,202.3000031,1618.400025,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,FBHS,10,2021-09-13,96.75844574,967.5844574,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,CAT,5,2022-02-28,187.5800018,937.900009,1
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,HUM,20,2021-10-29,461.6390686,9232.781372,3
Adam Davies,C175,3,Conservative,1,No,Adam Davies,C175,COST,26,2021-12-15,564.6242065,14680.22937,4
Angela Wong,C128,1,Aggressive,3,Yes,Angela Wong,C128,SEDG,3,2021-11-26,341.4400024,1024.320007,1
Angela Wong,C128,1,Aggressive,3,Yes,Angela Wong,C128,APH,18,2022-03-22,75.69999695,1362.599945,1
Angela Wong,C128,1,Aggressive,3,Yes,Angela Wong,C128,CBOE,8,2022-01-11,125.9400024,1007.520019,1
Angela Wong,C128,1,Aggressive,3,Yes,Angela Wong,C128,CTXS,8,2022-02-17,101.6699982,813.3599856,1
Angela Wong,C128,1,Aggressive,3,Yes,Angela Wong,C128,FFIV,6,2022-01-31,207.6199951,1245.719971,1
Angela Wong,C128,1,Aggressive,3,Yes,Angela Wong,C128,AIG,17,2022-02-17,61.04453659,1037.757122,1
Angela Wong,C128,1,Aggressive,3,Yes,Angela Wong,C128,APD,30,2022-03-02,231.8368988,6955.106964,2
Anh Minh Do,C246,1,Aggressive,3,Yes,Anh Minh Do,C246,JNJ,25,2021-10-14,158.0535126,3951.337815,0
Anh Minh Do,C246,1,Aggressive,3,Yes,Anh Minh Do,C246,AIZ,23,2022-02-23,162.9195862,3747.150483,0
Anh Minh Do,C246,1,Aggressive,3,Yes,Anh Minh Do,C246,WHR,17,2021-11-09,217.7509003,3701.765305,0
Anh Minh Do,C246,1,Aggressive,3,Yes,Anh Minh Do,C246,CHD,21,2021-09-27,82.10836792,1724.275726,1
Anh Minh Do,C246,1,Aggressive,3,Yes,Anh Minh Do,C246,SEE,17,2021-12-08,64.28974915,1092.925736,1
Anh Minh Do,C246,1,Aggressive,3,Yes,Anh Minh Do,C246,ITW,27,2021-12-21,234.2066345,6323.579132,1
Anh Minh Do,C246,1,Aggressive,3,Yes,Anh Minh Do,C246,SNPS,24,2021-09-13,331.5899963,7958.159911,2
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,ICE,29,2021-10-08,127.4143677,3695.016663,1
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,T,3,2021-10-27,24.56091118,73.68273354,1
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,PNC,10,2022-02-25,202.6699982,2026.699982,1
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,PKI,13,2021-11-10,175.8103638,2285.534729,1
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,PSX,25,2022-03-11,80.76999664,2019.249916,1
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,C,6,2021-12-13,59.70970154,358.2582092,1
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,EXR,20,2021-12-16,212.7733612,4255.467224,1
Anthony Tan,C197,1,Aggressive,3,Yes,Anthony Tan,C197,FTNT,18,2021-12-02,313.1099854,5635.979737,2
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,SYF,19,2022-01-31,42.37695313,805.1621095,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,WEC,12,2022-01-24,94.37774658,1132.532959,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,CNC,12,2022-02-07,80.79000092,969.480011,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,CDNS,4,2021-09-13,164.6300049,658.5200196,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,DUK,17,2021-09-09,102.5837326,1743.923454,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,ES,23,2021-09-15,84.07275391,1933.67334,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,CINF,11,2021-10-08,118.8056641,1306.862305,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,ABBV,11,2022-01-13,133.5200043,1468.720047,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,PXD,6,2022-02-07,222.6902924,1336.141754,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,CTRA,22,2021-10-27,21.572052,474.585144,1
Arjun Reddy,C149,1,Aggressive,3,Yes,Arjun Reddy,C149,TAP,4,2021-10-14,45.63010406,182.5204162,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,ADI,22,2022-03-11,147.6000061,3247.200134,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,CSCO,3,2022-01-06,60.50565338,181.5169601,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,HPE,25,2021-09-02,15.03542805,375.8857013,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,CVS,4,2021-12-03,90.3868866,361.5475464,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,AOS,30,2022-03-17,68.0,2040.0,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,LUMN,17,2021-12-20,12.18426514,207.1325074,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,ED,10,2021-10-18,71.48606873,714.8606873,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,JPM,26,2022-01-20,146.5735474,3810.912232,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,TAP,19,2021-11-03,46.14224625,876.7026788,1
Denise Teng,C229,3,Conservative,1,No,Denise Teng,C229,LVS,5,2022-02-18,47.11999893,235.5999947,1
Emerson Lee,C198,2,Moderate,2,Yes,Emerson Lee,C198,BBY,4,2022-02-16,98.74707794,394.9883118,1
Emerson Lee,C198,2,Moderate,2,Yes,Emerson Lee,C198,ZBH,28,2021-11-23,126.1908112,3533.342714,1
Emerson Lee,C198,2,Moderate,2,Yes,Emerson Lee,C198,ITW,26,2021-09-22,212.1898804,5516.93689,1
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,VTR,2,2022-01-04,52.89839935,105.7967987,1
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,MCHP,18,2021-11-18,83.01383972,1494.249115,1
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,KO,10,2021-10-06,52.89181519,528.9181519,1
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,EQR,21,2022-03-03,86.07500458,1807.575096,1
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,MAR,13,2021-10-21,155.6499939,2023.449921,1
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,ROL,2,2022-01-14,32.50276566,65.00553132,1
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,NDSN,25,2021-12-06,262.9804993,6574.512483,2
Emma Watson,C244,3,Conservative,1,No,Emma Watson,C244,ORLY,23,2021-09-03,584.7999878,13450.39972,3
Francis Low,C167,1,Aggressive,3,Yes,Francis Low,C167,ATO,23,2022-01-28,105.4298706,2424.887024,1
